,ProductName,ProductGroupName,DB,Server
12893,Rubicon Passion Can,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12894,raspberry & blackberry cooler small,Costa Cold Drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12895,Fanta Can,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12896,Aubergine Egg Flatbread with Salad,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12897,Chicken Enchilada,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12898,Butterkist sweet & salty,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12899,Lemon Drizzle Cake,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12900,Vegan Scramble Tofu ,Breakfast,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12901,Lucozade Zero,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12902,Regular Cappuccino,Coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12903,Waterproof plasters,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12904,Snack shortcake,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12905,Self Service Cereal Milk,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12906,Open Price ,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12907,Ribena Strawberry carton ,Cold drink,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12908,Italian Ribolata Soup,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12909,Stawberry frostino medium,Costa Cold Drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12910,Homemade Muffin,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12911,Nurofen,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12912,5 Item Breakfast,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12913,Galaxy crispy block,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12914,Ham & Cheese,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12915,Dairy milk,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12916,HP Brown Sauce Portion,Other,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12917,Grated Cheese,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12918,Sprite sugar free,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12919,Flash lemon,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12920,"Vegetable Skewers with Rice, Peas, Slaw & Gravy",Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12921,Smartwater 600ml,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12922,Tikka Panner Roll,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12923,APPLE (RED/GREEN),GRAB N GO,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12924,Mushy Peas,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12925,Fanta Orange Bottle,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12926,Protein,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12927,Vegan Cottage Pie with Sweet Potato Topping,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12928,Grenade salted caramel,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12929,Banana,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12930,Wotsits cheese,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12931,One World F/T Chocolate Chip Flapjacks,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12932,Flat White,coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12933,Extra Spearmint,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12934,Maoam pinballs,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12935,Chicken Turkish Pide with Dressing,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12936,Vegan Croissant ,Breakfast,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12937,Harrogate 750Ml Still,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12938,Sweet Potato Falafel with Pepper,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12939,Cheese & Tomato Value,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12940,Fanta can,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12941,Cheese & Tomato,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12942,Can O Water - Sparkling,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12943,Iced latte small ,Costa Cold Drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12944,Chili Cheese Hotdog & Fries,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12945,Red bull 355ml,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12946,Nobby's salted peanuts,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12947,Loaded Potatoes with Cheese & Tomato,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12948,Glazed Doughnut,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12949,Gluten Free Dark Choc & Ginger Flapjack,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12950,Regular Tea 12oz,Hot Drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12951,Plain Carrots,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12952,Pringles Original,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12953,Small Tuna Pasta Pot,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12954,Post Mix,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12955,Pasta with Putenesca Sauce,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12956,Choc Chip Shortbread,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12957,Cutlery,Other,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12958,Chicken Nicosise Salad,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12959,Chocolate Twist,Pastries,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12960,Fanta Orange Zero,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12961,Chicken & veggie soup,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12962,Open Food,Cheetah Pizza,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12963,Pulled Pork Kati Roll,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12964,Bounty dark,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12965,8OZ MELON POT,GRAB N GO,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12966,Cut Green Beans,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12967,Tempura Veg with Rice & Salad,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12968,25p Discount,Other,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12969,Oreo Original,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12970,Brownie,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12971,Galaxy Chocolate Bar,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12972,Lamb Hotpot,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12973,Wispa duo gold,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12974,Large Mocha,Coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12975,Tomato & Basil Soup,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12976,Extra Cool Breeze,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12977,Tea,coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12978,Lucozade Orange,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12979,Asparagus soup,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12980,Werthers original roll,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12981,Real Jalopeno,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12982,BBQ Chicken,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12983,4OZ Jelly Pot,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12984,Espresso S,coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12985,Roast Potatoes,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12986,Dbl Espresso,Coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12987,Round cake,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12988,Flat White 8OZ,Coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12989,Galaxy caramel chocolate ,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12990,Halls Soothers Cherry,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12991,This Water Lemon & Lime,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12992,Twix white extra,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12993,Salted caramel crunch small,Costa Cold Drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12994,Walkers Cheese & Onion Baked,Londis,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12995,Large Tuna Pasta Pot,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12996,Chicken Samosas,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12997,Wraps and paninis,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12998,Butterkist simply salted,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
12999,Yorkie raisin,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13000,Hula hoops tangy cheese,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13001,Belgium choc frostino medium,Costa Cold Drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13002,Jam & Coconut Sponge,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13003,Szhewan Chicken Noodle,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13004,Salad,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13005,Smarties pink,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13006,Vegetable Cottage Pie,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13007,Meal Deal & Drink £4.50,Beak Street,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13008,Chocolate brownie Delicious ideas,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13009,Juicy water raspberry,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13010,Red bull zero,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13011,Real Sea Salt,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13012,Hula hoops original 34g,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13013,Steamed Carrots,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13014,Cappuccino S,coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13015,Extra Topping,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13016,Chips 1.30,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13017,Simply Lentil Soup,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13018,Thyme Roasted Carrots,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13019,Lasagne with Garlic Potatoes & Salad,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13020,Beef Lasagne with Ciabatta,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13021,Nutri grain raisin,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13022,Tuna Melt,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13023,Double espresso,Coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13024,Walkers Crisps Cheese & Onion,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13025,Balocco Milk Vanilla Wafer,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13026,Speciality Tea,Coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13027,Red bull coconut,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13028,Extra Peppermint,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13029,Belgium choc frostino small,Costa Cold Drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13030,Lentil & Coriander Soup,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13031,Large Macaroni Cheese & Egg Salad,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13032,Tomato soup,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13033,Hot Drink & Vegan pastry ,Hot Drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13034,Lipton mango,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13035,Pain Au Raisin,Pastries,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13036,Dove original,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13037,Twix Chocolate Bar,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13038,8OZ Super Seedy Vegan Bircher,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13039,Yorkie orange,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13040,Regular Coconut Latte,Coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13041,Latte S,coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13042,Roast Chicken Salad Sandwich,SANDWICHES,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13043,Giant Yorkshire with Quorn Sausage,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13044,Vegan Cheese Ploughmans,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13045,Vegan Loaded Nachos with Quacomole,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13046,TUNA MAYO POT,GRAB N GO,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13047,Open Sandwich Price,All Day,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13048,Garden Salad,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13049,Sandwich 3.50,All Day,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13050,Coke Bottle,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13051,Hash Brown x2,Breakfast,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13052,Maltesers,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13053,Soup & Bread,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13054,Chocolate Cake,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13055,Vegetarian Victory Calzone With Garlic Bread,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13056,Large Doughnut,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13057,Kellogs Crunchy Nut,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13058,Simply Tomato Soup,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13059,Mocha S,coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13060,Walkers Flamin hot 50g,Confectionary ,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13061,Egg & Cress Sandwich,SANDWICHES,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13062,Choc Belvita,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13063,Gluten free flapjack dark chocolate,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13064,Red bull sugar free ,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13065,2 Item Breakfast Bap,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13066,Chick Pea Keema Loaded Poppachos,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13067,Rubicon Guava Can,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13068,Jacket potatoes,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13069,Regular Tea 8oz,Hot Drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13070,Walkers max paprika 70g,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13071,Cheese & Tomato Croissant,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13072,Chicken & Avocado Cob,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13073,Chicken Salad,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13074,Vegan Blueberry Croissant,Pastries,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13075,Fruit & Oat Biscuit,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13076,Vegan Chocolate Cake,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13077,Iced Cappuccino medium ,Costa Cold Drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13078,Aegen Beef Pide and Dressings,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13079,Pick up choco,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13080,Syrup Shot,Coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13081,"Harricot Bean, Tofu Ghoulash",Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13082,Large Hot Chocolate,Coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13083,Americano large,coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13084,Latte large,coffee,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13085,Galaxy smooth milk,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13086,Hot Milk 12oz,Hot Drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13087,Walkers Crisps Salted,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13088,Coke Bottle Zero,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13089,Mac & Cheese,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13090,Classic Cottage Pie,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13091,Twix white twin,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13092,Butterkist tasty sweet,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13093,Princes gate mineral water,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13094,Dhal,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13095,Vegetable Shepherds Pie With One Side,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13096,Eat real sour cream & chive,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13097,Value Meal Drink 3.80,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13098,Very Veggie,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13099,Mexican Bean Slice,Pastries,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13100,BBQ Chicken Value,G&G,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13101,Veg Sausage,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13102,Onion rings x6,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13103,Lemon Vegan Cake,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13104,Rubicon lychee,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13105,Peas & Sweetcorn,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13106,Basmati Rice With Veg Massala & Naan Bread,Hot Food,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13107,Highland Shotbread Fingers,Confectionary,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13108,Red Velvet Cake,Cakes/Desserts,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
13109,Mountain Dew,Cold drinks,XZ00000001,oltp-prod-5.c9720j1ytny1.eu-west-1.rds.amazonaws.com
